PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
147971;Iglesia de la Cienciología;;;;Metro: Sol (línea 1, 2, 3), Sevilla (línea 2).  Bus:10, 14, 27, 34, 37, 45, 51, 52, 53, M1   Cercanías: Sol (C3, C4);;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0606ac2e6481c010VgnVCM1000000b205a0aRCRD;SANTA CATALINA;CALLE;V;7;;;;;MADRID;MADRID;28014;CORTES;CENTRO;440912;4474310;4.041.544.685.773.230;-36.977.564.880.686.600;912 092 170;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065029;Iglesia de Los Elegidos de Dios;;;;Metro: Abrantes (línea 11)    Bus: 47, 108, 116;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fdea3ddd32d50410VgnVCM2000000c205a0aRCRD;FARO;CALLE;V;8;;;;Local 4, Posterior;MADRID;MADRID;28025;ABRANTES;CARABANCHEL;438444;4470529;4.038.119.767.358.170;-37.264.778.892.367.400;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065000;Iglesia de los Hermanos en La Vaguada;;;;Metro: Peñagrande (línea 7)  Bus: 49, 67, 83, 126, 127, 128, 132, 137, 147;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3c33c91fc0d50410VgnVCM2000000c205a0aRCRD;PUERTO DE MASPALOMAS;CALLE;V;22;;;;Posterior;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;439606;4481394;404.791.594.681.295;-37.138.237.216.851.700;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7063734;Iglesia Dios es Amor - Unión Cristiana;;;;Metro: Pueblo Nuevo (líneas 5 y 7)  Bus: 48, 146;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dd257b05a8350410VgnVCM2000000c205a0aRCRD;PRUDENCIO ALVARO;CALLE;V;46;;;;;MADRID;MADRID;28027;QUINTANA;CIUDAD LINEAL;445468;4476813;4.043.829.788.787.740;-3.644.274.105.325.610;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
18306;Iglesia Ejército de Salvación, Hermosilla;;;;Metro: Manuel Becerra (líneas, 2 y 6), O'Donnell (línea 6)  Bus: 2, 12, 30, 56, 71, 143, 156,   C1 ,  C2;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8d9f6f065851c010VgnVCM2000000c205a0aRCRD;HERMOSILLA;CALLE;V;126;;;;;MADRID;MADRID;28028;FUENTE DEL BERRO;SALAMANCA;443457;4475402;4.042.545.230.198.000;-36.678.581.814.924.500;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065093;Iglesia El Buen Pastor de Madrid;;;;Bus: 141;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7d373ddd32d50410VgnVCM2000000c205a0aRCRD;VALDERRIBAS;CAMINO;V;96;;;;Nave;MADRID;MADRID;28038;NUMANCIA;PUENTE DE VALLECAS;444054;4472446;40.398.863.439.810.400;-3.660.560.405.682.930;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065383;Iglesia Emanuel (U.C.E) Orcasitas (Orcasur);;;;Bus: 78, 116;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2b96691af6d50410VgnVCM2000000c205a0aRCRD;ORCASUR;AVENIDA;V;1;;;;;MADRID;MADRID;28041;ORCASUR;USERA;440633;4469310;4.037.038.446.580.720;-370.056.603.706.231;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065435;Iglesia Española Reformada Episcopal;;;;;Metro: Alonso Martínez (líneas 4, 5 y 10), Tribunal (líneas 1 y 10)  Bus: 3, 21, 37, 40, 149;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=37d53bf7d7d50410VgnVCM2000000c205a0aRCRD;BENEFICENCIA;CALLE;V;18;;;;;MADRID;MADRID;28004;JUSTICIA;CENTRO;440843;4475522;4.042.635.120.982.080;-3.698.682.579.292.040;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065547;Iglesia Evangélica Casa de Oración;;;;Bus: 24, 57, 144  Renfe: Asamblea de Madrid - Entrevías;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=75ab8fd21ad50410VgnVCM2000000c205a0aRCRD;FELIPE DE DIEGO;CALLE;V;3;;;;Bloque A, posterior;MADRID;MADRID;28018;PALOMERAS BAJAS;PUENTE DE VALLECAS;443829;4470295;40.379.470.784.588.200;-3.663.021.565.402.850;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065462;Iglesia Evangélica Casa de Oración de Madrid;;;;Metro: Manuel Becerra (líneas 2, 6)  Bus: 1, 12, 43, 48, 56, 74, C1, C2;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=644198d978d50410VgnVCM2000000c205a0aRCRD;LONDRES;CALLE;V;13;;;;;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443327;4476070;4.043.146.112.930.490;-36.694.502.641.980.300;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065574;Iglesia Evangélica China Española;;;;Metro: Alvarado (línea 1)  Bus: 3, 43, 64, 66, 124, 128;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5ff28fd21ad50410VgnVCM2000000c205a0aRCRD;CAROLINAS;CALLE;V;10;;;;;MADRID;MADRID;28039;BELLAS VISTAS;TETUAN;440338;4478289;40.451.241.419.899.200;-3.704.895.759.227.490;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7063679;Iglesia Evangélica Cristo Vive;;;;Bus: 77, 105, 114, 115, 140, 153;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2224216f16350410VgnVCM2000000c205a0aRCRD;TALIA;CALLE;V;32;;;;;MADRID;MADRID;28022;CANILLEJAS;SAN BLAS-CANILLEJAS;448023;4477807;40.447.416.389.559.100;-36.142.317.394.076.200;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065594;Iglesia Evangélica de Hermanos El Shadday;;;;Bus: 44, 127;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=352afe5dfad50410VgnVCM2000000c205a0aRCRD;MARIA PEDRAZA;CALLE;V;11;;;;;MADRID;MADRID;28039;BELLAS VISTAS;TETUAN;439958;4478525;40.453.349.071.696.200;-37.093.874.627.751.700;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065598;Iglesia Evangélica del Nazareno;;;;Metro: Abrantes (línea 11)  Bus: 47, 108, 118, 247;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ef5dfe5dfad50410VgnVCM2000000c205a0aRCRD;PELICANO;CALLE;V;26;;;;;MADRID;MADRID;28025;ABRANTES;CARABANCHEL;438293;4470807;40.383.690.841.533.700;-3.728.283.631.976.340;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065706;Iglesia Evangélica Eben Ezer Dios es amor;;;;Metro: Nueva Numancia (línea 1)  Bus: 10, 24, 54, 57, 58, 111, 136, 310;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=61a794d12cd50410VgnVCM2000000c205a0aRCRD;ALBUFERA;AVENIDA;V;46;;;;;MADRID;MADRID;28038;SAN DIEGO;PUENTE DE VALLECAS;443607;4472171;40.396.355.872.399.200;-36.658.030.852.598.100;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7063733;Iglesia Evangélica Encuetro con Dios;;;;Metro: Vinateros (línea 9)  Bus: 30, 32, 71, 113;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f0fe7b05a8350410VgnVCM2000000c205a0aRCRD;JOSE DEL PRADO Y PALACIO;CALLE;V;1;;;;Local 4;MADRID;MADRID;28030;MEDIA LEGUA;MORATALAZ;444628;4473673;4.040.995.541.329.680;-3.653.903.803.273.290;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
3741;Iglesia Evangélica Española El Salvador;;;;Metro: Noviciado, San Bernardo (línea 2)  Bus: 3, 138, 147;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5b850a47f441f010VgnVCM2000000c205a0aRCRD;NOVICIADO;CALLE;V;5;;;;;MADRID;MADRID;28015;UNIVERSIDAD;CENTRO;440042;4475442;404.255.730.852.911;-37.081.171.132.637.800;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065792;Iglesia Evangélica Fuente de la Vida;;;;Metro: Portazgo (línea 1)  Bus: 10, 24, 57, 111, 310;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e9e95ac33d160410VgnVCM2000000c205a0aRCRD;SIERRA CARBONERA;CALLE;V;31;;;;;MADRID;MADRID;28053;PALOMERAS BAJAS;PUENTE DE VALLECAS;443758;4471713;4.039.224.017.330.220;-3.663.983.360.780.890;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7063724;Iglesia Evangélica Nueva Vida;;;;Metro: Ciudad Lineal (línea 5)  Bus: 4, 38, 48, 70, 77, 104, 105;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4996e44317350410VgnVCM2000000c205a0aRCRD;ARGOS;CALLE;V;13;;;;;MADRID;MADRID;28037;SIMANCAS;SAN BLAS-CANILLEJAS;446258;4476638;40.436.772.923.362.900;-3.634.945.071.142.650;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7064948;Iglesia Evangélica Pentecostal Amistad Cristiana;;;;Metro: Canal (línea 2, 7), Quevedo (2)  Bus: 2, 12;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64f10ac0dfc50410VgnVCM2000000c205a0aRCRD;VALLEHERMOSO;CALLE;V;70;;;;;MADRID;MADRID;28015;ARAPILES;CHAMBERI;440038;4476739;40.437.256.742.788.900;-3.708.286.842.692.640;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
18304;Iglesia Evangélica Pentecostal Bethel;;;;Metro: Marqués de Vadillo (línea 5)  Bus: 23, 116;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a2cf6f065851c010VgnVCM2000000c205a0aRCRD;FERNANDO DIAZ DE MENDOZA;CALLE;NUM;3;;;;;MADRID;MADRID;28019;COMILLAS;CARABANCHEL;439597;4471969;4.039.425.444.284.570;-37.130.323.684.423.100;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7063715;Iglesia Evangélica Pentecostal Salem;;;;Bus: 108, 118;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6fb1e44317350410VgnVCM2000000c205a0aRCRD;CIDRO;CALLE;V;8;;;;;MADRID;MADRID;28044;BUENAVISTA;CARABANCHEL;436761;4469065;4.036.788.312.377.920;-37.461.462.154.794.500;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065603;Iglesia Evangélica Pueblo Nuevo;;;;Metro: Vicálvaro (línea 9)  Bus: 4, 100, 106;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d6adfe5dfad50410VgnVCM2000000c205a0aRCRD;VILLACARLOS;CALLE;V;14;;;;;MADRID;MADRID;28032;CASCO H.VICALVARO;VICALVARO;448670;4473203;40.405.980.938.654.000;-36.062.299.408.865.400;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065052;Iglesia Evangelio Cuadrangular Vida Nueva Usera;;;;Metro: Usera (línea 6)  Bus: 6, 18, 22, 23, 47, 59, 76, 78, 79, 85, 86, 123, 247;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db313ddd32d50410VgnVCM2000000c205a0aRCRD;MONEDEROS;CALLE;V;22;;;;;MADRID;MADRID;28026;MOSCARDO;USERA;440561;4471223;40.387.603.572.276.100;-37.016.044.995.191.400;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065794;Iglesia Filadelfia del Centro Cielos Abiertos;;;;Metro: La Latina (línea 5)  Bus: 17, 18, 23, 35, 60;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ac0a5ac33d160410VgnVCM2000000c205a0aRCRD;RODRIGO DE GUEVARA;CALLE;V;2;;;;;MADRID;MADRID;28005;EMBAJADORES;CENTRO;439958;4473637;40.409.306.745.878.800;-3.708.936.586.322.550;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065841;Iglesia Internacional Alianza de Amor;;;;Bus: 116;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3f915ac33d160410VgnVCM2000000c205a0aRCRD;ANTONIO GONZALEZ PORRAS;CALLE;V;25;;;;;MADRID;MADRID;28019;OPAÑEL;CARABANCHEL;439184;4471574;4.039.066.598.347.710;-37.178.606.509.833.800;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065892;Iglesia Resurrección IEE;;;;Bus: 38, 153;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=306150adce160410VgnVCM2000000c205a0aRCRD;BUTRON;CALLE;V;20;;;;;MADRID;MADRID;28022;ROSAS;SAN BLAS-CANILLEJAS;448487;4475300;4.042.486.074.067.440;-3.608.556.691.010.070;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065908;Iglesia Servidores de Vida;;;;Metro: Vista Alegre (línea 5)  Bus:  35;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=95f550adce160410VgnVCM2000000c205a0aRCRD;CASTROJERIZ;CALLE;V;8;;;;;MADRID;MADRID;28025;VISTA ALEGRE;CARABANCHEL;437386;4471211;403.872.624.683.693;-37.390.081.955.917.400;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065947;Iglesia Tabernáculo de Alabanza;;;;Metro: Puerta de Arganda (línea 9)  Bus: 4, 71, E3, T23  Renfe: Vicálvaro;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c944f181df160410VgnVCM2000000c205a0aRCRD;BARCA;CALLE;V;4;;;;;MADRID;MADRID;28052;CASCO H.VICALVARO;VICALVARO;449692;4472473;40.399.476.185.079.000;-35.941.165.757.961.300;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
7065918;Iglesia Templo de Dios;;;;Metro: Urgel (línea 5)  Bus: 34, 35, 118, 119;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c70bf181df160410VgnVCM2000000c205a0aRCRD;"MARQUESA DE ARG&Uuml;ESO";CALLE;V;22;;;;;MADRID;MADRID;28019;OPAÑEL;CARABANCHEL;438677;4471667;40.391.475.542.527.600;-37.238.429.956.192.000;;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
3752;Mezquita Abu Bakr;Pertenece a la Unión de Comunidades Islámicas de España;;Centro cultural, sala de exposiciones, escuela, gimnasio, centro para mujeres,  etc .;Metro: Estrecho (línea 1)  Bus: 3, 64, 66, 124, 126, 128;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=11a71e79ee71c010VgnVCM1000000b205a0aRCRD;ANASTASIO HERRERO;CALLE;V;5;;;;;MADRID;MADRID;28020;CUATRO CAMINOS;TETUAN;440662;4478902;4.045.678.681.584.000;-37.011.324.720.320.500;915 714 040 ;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189958;Testigos Cristianos de Jehová. Avenida Moratalaz;;;;Bus: 20, 30, 32, 100;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=daca6dd8f677f010VgnVCM2000000c205a0aRCRD;MORATALAZ;AVENIDA;V;143;;;;LOCAL 12;MADRID;MADRID;28030;MARROQUINA;MORATALAZ;445120;4473353;4.040.710.531.270.070;-364.807.785.428.665;914 377 284;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189353;Testigos Cristianos de Jehová. Calle Arroyo;;;;Metro: Ventilla (línea 9)  Bus: 49, 177;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a823784e0cc4f010VgnVCM2000000c205a0aRCRD;ARROYO;CALLE;V;23;BAJA;;;;MADRID;MADRID;28029;VALDEACEDERAS;TETUAN;440555;4480346;4.046.978.728.598.970;-37.025.298.582.429.600;913 140 296;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189354;Testigos Cristianos de Jehová. Calle Artistas;;;;Metro: Cuatro Caminos (líneas 1, 2, 6)  Bus: 3, 37, 64, 66, 124, 128, 149, C2;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0e33784e0cc4f010VgnVCM2000000c205a0aRCRD;ARTISTAS;CALLE;V;22;BAJO;;;;MADRID;MADRID;28020;CUATRO CAMINOS;TETUAN;440620;4477848;4.044.728.893.529.120;-37.015.290.370.510.400;915 337 233;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
5713730;Testigos Cristianos de Jehová. Calle Carrascales;;;;Metro: Plaza Elíptica (línea 6, 11)  Bus: 6, 60, 78, 81;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=13c13b49d7619210VgnVCM2000000c205a0aRCRD;CARRASCALES;CALLE;V;12;BAJA;1;DERECHA;;MADRID;MADRID;28026;PRADOLONGO;USERA;439995;4470553;4.038.152.721.787.890;-37.082.093.955.604.000;914 768 456;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189389;Testigos Cristianos de Jehová. Calle Chantada;;;;Metro: Peñagrande (línea 7)  Bus: 42, 49, 126, 128, 137;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f493784e0cc4f010VgnVCM2000000c205a0aRCRD;CHANTADA;CALLE;V;43;;LOCAL 6;;;MADRID;MADRID;28035;PEÑA GRANDE;FUENCARRAL-EL PARDO;439401;4480707;4.047.295.576.678.730;-37.161.763.610.140.800;913 737 210;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189398;Testigos Cristianos de Jehová. Calle Doctor Gómez Ulla;;;;Metro: Manuel Becerra (líneas 2, 6), Ventas (líneas 2, 5)  Bus:  SE752, 12, 21, 38, 43, 53, 56, 74, 106, 110, 143, 146, 156, 210, C2,;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=11c3784e0cc4f010VgnVCM2000000c205a0aRCRD;DOCTOR GÓMEZ ULLA;CALLE;V;16;BAJA;;;IZQUIERDA;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443490;4475904;404.299.768.268.144;-3.667.513.892.714.280;917 253 649;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189402;Testigos Cristianos de Jehová. Calle Guamo;;;;Metro: San Lorenzo (línea 4), Mar de Cristal (líneas 4, 8)  Bus: 72;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dbe3784e0cc4f010VgnVCM2000000c205a0aRCRD;GUAMO;CALLE;V;2;BAJA;LOCAL 1 BIS;;;MADRID;MADRID;28033;PINAR DEL REY;HORTALEZA;446452;4480594;40.472.423.257.425.900;-36.329.921.848.042.200;917 644 305;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189356;Testigos Cristianos de Jehová. Calle Hilario Sangrador;;;;Bus: 31, 33, 36, 39, 65;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1673784e0cc4f010VgnVCM2000000c205a0aRCRD;HILARIO SANGRADOR;CALLE;V;8;BAJA;;;IZQUIERDA;MADRID;MADRID;28011;LUCERO;LATINA;437109;4473511;40.407.960.942.737.900;-37.424.991.074.388.700;914 794 301;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189403;Testigos Cristianos de Jehová. Calle Ignacio Ellacuría;;;;Metro: El Carmen (línea 5)  Bus: 106, 110, 146, 210;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3104784e0cc4f010VgnVCM2000000c205a0aRCRD;IGNACIO ELLACURÍA;CALLE;V;3;;7;;;MADRID;MADRID;28017;VENTAS;CIUDAD LINEAL;444417;4475798;4.042.908.450.325.940;-36.565.765.500.624.200;913 613 801;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189404;Testigos Cristianos de Jehová. Calle Jacobinia;;;;Bus: 34, 121, 131, 139;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9614784e0cc4f010VgnVCM2000000c205a0aRCRD;JACOBINIA;CALLE;V;70;;;;;MADRID;MADRID;28047;VISTA ALEGRE;CARABANCHEL;436119;4470145;40.377.563.130.203.500;-37.538.276.002.522.400;914 622 474;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
5713929;Testigos Cristianos de Jehová. Calle Las Pedroñeras;;;;Metro: Canillas (línea 4), Mar de Cristal (línea 4 y 9)  Bus: 73, 87, 104, 112, 120, 125, 171;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2ae45159bd619210VgnVCM2000000c205a0aRCRD;"LAS PEDRO&Ntilde;ERAS";CALLE;V;46;;LOCAL;;;MADRID;MADRID;28043;CANILLAS;HORTALEZA;446626;4480036;4.046.740.772.482.650;-3.630.892.617.916.540;917 597 002;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
5713667;Testigos Cristianos de Jehová. Calle Luis Ruiz;;;;Metro: García Noblejas (línea 7)  Bus: 4, 28, 38, 48, 70;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c9a65068d6619210VgnVCM2000000c205a0aRCRD;LUIS RUIZ;CALLE;V;75;;PUERTA 19;;;MADRID;MADRID;28017;PUEBLO NUEVO;CIUDAD LINEAL;446156;4475668;404.280.279.977.347;-36.360.652.956.995.000;913 759 717;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189415;Testigos Cristianos de Jehová. Calle Marcudos;;;;Metro: Usera (línea 6)  Bus: 6, 23, 78;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1c64784e0cc4f010VgnVCM2000000c205a0aRCRD;MARCUDOS;CALLE;V;4;;;;;MADRID;MADRID;28026;MOSCARDO;USERA;440552;4471326;4.038.853.080.646.350;-3.701.720.159.931.240;917 921 135;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189957;Testigos Cristianos de Jehová. Calle Martín de Vargas;;;;Metro: Embajadores (línea 3), Acacias (línea 5)  Bus: C1, C2, 27, 34, 36, 41, 60, 62, 78, 116, 119, 148.  Renfe: Embajadores (C5);;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d0ea6dd8f677f010VgnVCM2000000c205a0aRCRD;MARTIN DE VARGAS;CALLE;V;26;BAJA;;;IZQUIERDA;MADRID;MADRID;28005;ACACIAS;ARGANZUELA;440563;4472870;4.040.244.073.010.040;-3.701.734.952.593.740;915 176 543;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189961;Testigos Cristianos de Jehová. Calle Pérez Herrera;;;;Metro: Alfonso XIII (línea 4), Prosperidad (línea 4)  Bus: 9, 73;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c6fa6dd8f677f010VgnVCM2000000c205a0aRCRD;PÉREZ HERRERA;CALLE;V;2;BAJA  NÚMERO 2;;;;MADRID;MADRID;28002;CIUDAD JARDIN;CHAMARTIN;443071;4477789;4.044.692.921.715.810;-36.726.225.307.291.100;914 169 439;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
189410;Testigos Cristianos de Jehová. Calle Puerto de Pozazal;;;;Bus: 130, T31;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=458e813cbcc4f010VgnVCM1000000b205a0aRCRD;PUERTO DE POZAZAL;CALLE;V;1;BAJA;;;;MADRID;MADRID;28031;CASCO H.VALLECAS;VILLA DE VALLECAS;446712;4470267;4.037.941.728.069.030;-36.290.579.482.359.900;911 386 417;;;/contenido/entidadesYorganismos/TemplosOtrasReligiones; 
