PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
7832;"Oficina de Turismo de Turquia";"";"";"";"Metro: Retiro (linea 2)  Bus: 19";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a66e19d41471c010VgnVCM1000000b205a0aRCRD";"ANTONIO MAURA";"CALLE";"V";"18";"2�";"D";"";"";"MADRID";"MADRID";"28014";"LOS JERONIMOS";"RETIRO";"441589";"4474411";"40.416395587157496";"-3.6897865586854928";"915 597 014 / 915 597 114 ";"915 476 287";"info@turismodeturquia.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7841;"Oficina de Turismo de Tunez";"";"";"";"Metro: San Bernardo (lineas 2, 4)  Bus: 2, 3, 21, 147, M2";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=145e19d41471c010VgnVCM1000000b205a0aRCRD";"ALBERTO AGUILERA";"CALLE";"V";"11";"1�";"C";"";"";"MADRID";"MADRID";"28015";"UNIVERSIDAD";"CENTRO";"439994";"4475897";"40.42967754133076";"-3.7087142557455817";"915 481 435";"915 483 705";"administracion@turismodetunez.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
5405423;"Oficina de Turismo de Venezuela";"";"Consultar telefonicamente";"";"Metro: Santiago Bernabeu (linea 10)  Bus: 5, 14, 27, 40, 43, 120, 126, 147, 149, 150";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2457116bb1653210VgnVCM2000000c205a0aRCRD";"POETA JOAN MARAGALL";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28020";"CUATRO CAMINOS";"TETUAN";"441361";"4478506";"40.453269184872156";"-3.6928523641457414";"915 981 200";"";"turismo@embajadadevenezuela.es";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7804;"Oficina de Turismo de la Comunidad de Madrid. Aeropuerto  de Barajas Terminal 1";"";"De lunes a sabados de 9 a 20 horas.  Domingos y festivos de 9 a 14  horas, excepto 1 de mayo, 25 de diciembre y 1 de enero, que permencera cerrada.";"Proporcionan informacion turistica de la Comunidad de Madrid y de los lugares mas representativos de Espana";"Metro: Aeropuerto T1  Bus: 101";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=305d19d41471c010VgnVCM1000000b205a0aRCRD";"BARAJAS";"AEROPUERTO";"S/N";"0";"";"";"";"Llegadas Internacionales (T1)";"MADRID";"MADRID";"28042";"AEROPUERTO";"BARAJAS";"451801";"4479639";"40.4641393496236";"-3.5698214842707134";"Informacion turistica y cultural: 902 100 007 ";"";"turismo@madrid.org";"/contenido/entidadesYorganismos/OficinasTurismo"; 
190857;"Oficina de Turismo de la Comunidad de Madrid. Aeropuerto de Barajas Terminal 4";"";"Todos los dias de 9 a 20 horas  Cerrado: 1 de mayo, 25 de diciembre y 1 de enero";"Proporcionan informacion turistica de la Comunidad de Madrid y de los lugares mas representativos de Espana";"Metro: Linea 8 - estacion Aeropuerto T-4   Bus: Linea 201 Barajas - Aeropuerto T4";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=28aa8f79e9c70110VgnVCM1000000b205a0aRCRD";"HISPANIDAD";"AVENIDA";"V";"2";"";"";"";"LLEGADAS INTERNACIONALES T4. Sala 11";"MADRID";"MADRID";"28042";"AEROPUERTO";"BARAJAS";"450422";"4478287";"40.45188738242834";"-3.5859807207200376";"
    
Informacion turistica y cultural: 902 100 007             
";"";"turismo@madrid.org";"/contenido/entidadesYorganismos/OficinasTurismo"; 
6192812;"Oficina de Turismo de la Comunidad de Madrid. Calle Alcala, 31";"";"De lunes a sabados de 9 a 20 horas.  Domingos y festivos de 9 a 14 horas, excepto 1 de mayo, 25 de diciembre y 1 de enero, que permencera cerrada.";"";"Metro: Sevilla (linea 2), Banco de Espana ( linea 2)  Bus: 1, 2, 9, 15, 20, 28, 51, 52, 74, 146, 202";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9a0b992ad93d2310VgnVCM2000000c205a0aRCRD";"ALCALA";"CALLE";"V";"31";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440869";"4474642";"40.41842560545147";"-3.6982941133384717";"Informacion turistica y cultural: 902 100 007            
";"";"turismo@madrid.org";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7808;"Oficina de Turismo de la Comunidad de Madrid. Calle Duque de Medinaceli";"";"De lunes a sabados de 8 a 15 horas.  Domingos y festivos de 9 a 14 horas";"Proporcionan informacion turistica de la Comunidad de Madrid y de los lugares mas representativos de Espana";"Metro: Anton Martin (linea 1), Banco de Espana (linea 2)  Bus: 6, 26, 32, 57";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c26d19d41471c010VgnVCM1000000b205a0aRCRD";"DUQUE DE MEDINACELI";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"441062";"4474293";"40.415295360876854";"-3.6959869173057225";"Informacion turistica y cultural:  902 100 007    
";"";"turismo@madrid.org";"/contenido/entidadesYorganismos/OficinasTurismo"; 
68611;"Oficina de Turismo de la Comunidad de Madrid. Estacion Puerta de Atocha";"";"De lunes a sabados de 8 a 20 horas.  Domingos y festivos de 9 a 20 horas, excepto 1 de mayo, 25 de diciembre y 1 de enero, que permencera cerrada.";"";"Metro: Atocha (linea 1)  Bus: 10 , 14 , 19 , 26 , 32 , 37 , 57  Renfe: Atocha";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3f1f96e2cf41c010VgnVCM2000000c205a0aRCRD";"EMPERADOR CARLOS V";"PLAZA";"V";"3";"";"";"";"VESTiBULO DE LLEGADA DEL AVE";"MADRID";"MADRID";"28045";"ATOCHA";"ARGANZUELA";"441366";"4473471";"40.4079119564538";"-3.6923163004968975";"Informacion turistica y cultural: 902 100 007";"";"turismo@madrid.org";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7807;"Oficina de Turismo de la Comunidad de Madrid. Estacion de Chamartin";"";"De lunes a sabados de 8 a 20 horas.  Domingos y festivos de 9 a 14 horas, excepto 1 de mayo, 25 de diciembre y 1 de enero, que permanecera cerrada";"Proporcionan informacion turistica de la Comunidad de Madrid y de los lugares mas representativos de Espana";"Metro: Chamartin (lineas 1, 10)  Bus: 5, 80, 66, 124  Renfe: Chamartin";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=557d19d41471c010VgnVCM1000000b205a0aRCRD";"AGUSTIN DE FOXA";"CALLE";"V";"0";"";"";"";"VESTiBULO CENTRAL. PUERTA 16";"MADRID";"MADRID";"28036";"CASTILLA";"CHAMARTIN";"441753";"4480062";"40.46732300072765";"-3.688361018296722";"Informacion turistica y cultural: 902 100 007 ";"";"turismo@madrid.org";"/contenido/entidadesYorganismos/OficinasTurismo"; 
10129487;"Oficina de Turismo de la Comunidad de Madrid. Estacion de metro Sol";"";"De lunes a sabados de 8 a 20 horas.  Domingos y festivos de 9 a 14 horas.";"Proporcionan informacion turistica de la Comunidad de Madrid y de los lugares mas representativos de Espana";"Metro: Sol (lineas 1, 2, 3)  Bus: 3, 50, 51, 52, 53  Renfe: C3 y C4.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4360fa765cef6510VgnVCM2000001f4a900aRCRD";"PUERTA DEL SOL";"PLAZA";"V";"1";"";"";"";"ESTACIoN DE METRO CERCANiAS SOL. VESTiBULO";"MADRID";"MADRID";"28013";"SOL";"CENTRO";"440530";"4474474";"40.416887979993966";"-3.7022740027977377";"Informacion turistica y cultural: 902 100 007 ";"";"turismo@madrid.org";"/contenido/entidadesYorganismos/OficinasTurismo"; 
6368119;"Oficina de Turismo de la Comunidad de Madrid. Ifema. Feria de Madrid";"";"Los dias en que se celebren ferias: de  lunes a domingos de 11 a 17 horas, excepto 1 de mayo, 25 de diciembre y 1 de enero, que permanecera cerrada.";"";"Metro: Feria de Madrid (linea 8)  Bus: 122, 112, 828";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1286c040b8f36310VgnVCM2000000c205a0aRCRD";"PARTENON";"AVENIDA";"V";"5";"";"";"";"FERIA DE MADRID. PASILLO CENTRAL";"MADRID";"MADRID";"28042";"CORRALEJOS";"BARAJAS";"447852";"4479681";"40.46428771594393";"-3.6164023947650836";"Informacion turistica y cultural: 902 100 007";"";"turismo@madrid.org";"/contenido/entidadesYorganismos/OficinasTurismo"; 
5631196;"Punto de Informacion Turistica Aeropuerto Adolfo Suarez Madrid -  Barajas Terminal 2 (Entre salas 5 y 6)";"";"Abierto durante todo el ano ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atencion al publico de 8 a 21:30 horas, todos los dias del ano.";"Atencion presencial  Autoconsulta  Audiovisuales";"Metro: Aeropuerto T2 (linea 8)  Bus: 200 y autobus Express aeropuerto";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=88dfad2e06ea7210VgnVCM2000000c205a0aRCRD";"HISPANIDAD";"AVENIDA";"V";"0";"";"";"";"Aeropuerto de Barajas. Salas 5 y 6";"MADRID";"MADRID";"28042";"AEROPUERTO";"BARAJAS";"450422";"4478287";"40.45188738242834";"-3.5859807207200376";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
178759;"Punto de Informacion Turistica Aeropuerto Adolfo Suarez Madrid - Barajas Terminal 4 (Sala 10)";"";"Abierto durante todo el ano ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atencion al publico de 8 a 21:30 horas, todos los dias del ano.";"Atencion presencial  Autoconsulta  Audiovisuales  Acceso adaptado";"Metro: Aeropuerto T 4 (linea 8)  Bus: 200 y Expres Aeropuerto  Renfe: Aeropuerto T 4";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8f871c7a2c61c010VgnVCM1000000b205a0aRCRD";"HISPANIDAD";"AVENIDA";"V";"0";"";"";"";"Aeropuerto de Barajas. Salas 10";"MADRID";"MADRID";"28042";"AEROPUERTO";"BARAJAS";"450422";"4478287";"40.45188738242834";"-3.5859807207200376";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
10085167;"Punto de Informacion Turistica. Atocha (junto al museo Reina Sofia)";"Punto de Informacion Turistica cofinanciado por el Fondo Europeo de Desarrollo Regional.";"Abierto durante todo el ano ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atencion al publico de 9:30 a 20:30 horas, todos los dias del ano.";"Atencion Presencial  Audiovisuales  WIFI Gratuita  Bucle magnetico";"Metro: Atocha (Linea 1)  Bus: 351, 352, 353  Renfe: Largo recorrido, AVE y cercanias";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8321a9a7e3525510VgnVCM2000001f4a900aRCRD";"ATOCHA";"RONDA";"V";"1";"";"";"";"junto al museo Reina Sofia";"MADRID";"MADRID";"28012";"PALOS DE MOGUER";"ARGANZUELA";"441209";"4473391";"40.40718011197082";"-3.6941708773769997";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7050847;"Punto de Informacion Turistica. Centrocentro";"El espacio de exposiciones CentroCentro, en el Palacio de Cibeles (actual sede del Ayuntamiento de Madrid y antiguo Palacio de Correos) alberga un punto de informacion turistica especializado en informacion artistica y cultural, en pleno Paseo del Arte.";"De martes a domingo de 10 a 20 horas  Cerrado todos los lunes, 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre  5 de enero abierto de 10 a 14 horas";"Atencion presencial  Autoconsulta  Audiovisuales  Acceso adaptado";"Metro: Banco de Espana (linea 2)  Bus: 1, 2, 5, 9, 10, 15, 20, 27, 34, 37, 45, 51, 52, 53, 74, 146, 150, 202  Renfe: Recoletos";"Descripcion monumental    Arquitecto:  Jacques Marquet (1760 - 1768)  Construido para sede central del Correo. Su estilo es del barroco mas clasico. Destaca la combinacion de materiales, del ladrillo y la piedra con el hierro labrado del balcon y los detalles escultoricos de Antonio Primo. La torrecilla del reloj data del siglo XIX, y fue regalo del relojero Losada.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=81c63eebd56ff310VgnVCM2000000c205a0aRCRD";"CIBELES";"PLAZA";"V";"1";"";"";"";"Palacio de Cibeles";"MADRID";"MADRID";"28014";"LOS JERONIMOS";"RETIRO";"441386";"4474703";"40.419011767401095";"-3.692206111679657";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
10085202;"Punto de Informacion Turistica. Estadio Santiago Bernabeu";"Punto de Informacion Turistica cofinanciado por el Fondo Europeo de Desarrollo Regional.";"Abierto durante todo el ano ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atencion al publico: de 9:30 a 20:30 horas, todos los dias del ano.";"Atencion Presencial  Audiovisuales  WIFI Gratuita  Bucle magnetico";"Metro: Santiago Bernabeu (linea 10)  Bus: 27, 40, 126, 147 y 150";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2da4a9a7e3525510VgnVCM2000001f4a900aRCRD";"CASTELLANA";"PASEO";"V";"138";"";"";"";"junto al Estadio Santiago Bernabeu";"MADRID";"MADRID";"28046";"EL VISO";"CHAMARTIN";"441593";"4478303";"40.451465916355055";"-3.69008606793658";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
10085398;"Punto de Informacion Turistica. Paseo del Prado";"Punto de Informacion Turistica cofinanciado por el Fondo Europeo de Desarrollo Regional.";"Abierto durante todo el ano ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atencion al publico de 9:30 a 20:30 horas, todos los dias del ano.";"Atencion presencial    Audiovisuales   WIFI Gratuita  Bucle magnetico  Punto de venta de la tarjeta Madrid Card y del Madrid City Tour (Solo pago con tarjeta de credito)";"Metro: Banco de Espana (linea 2)  Bus: 10, 14, 27, 34, 37, 45, N9, N10, N11, N12, N13, N14, N15, N17 y N25";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1f6bdae9bb525510VgnVCM2000001f4a900aRCRD";"NEPTUNO";"PLAZA";"V";"1";"";"";"";"FRENTE AL MUSEO DEL PRADO";"MADRID";"MADRID";"28014";"LOS JERONIMOS";"RETIRO";"441386";"4474466";"40.41688576337496";"-3.692184322678944";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
171082;"Punto de Informacion Turistica. Plaza de Callao";"Punto de Informacion Turistica cofinanciado por el Fondo Europeo de Desarrollo Regional.";"Abierto durante todo el ano ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atencion al publico de 9:30 a 20:30 horas, todos los dias del ano.";"Atencion Presencial  Audiovisuales  WIFI Gratuita  Bucle magnetico   Punto de venta de la tarjeta Madrid Card y del Madrid City Tour (solo pago con tarjeta de credito)";"Metro: Callao (lineas 1, 3, 5)  Bus: 1, 2, 44, 46, 74, 75, 146, 147, 148, 133 y 202";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=acf029ea9281c010VgnVCM1000000b205a0aRCRD";"CALLAO";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28013";"SOL";"CENTRO";"440205";"4474794";"40.41974735763767";"-3.7061346665078845";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
4629416;"Punto de Informacion Turistica. Recoletos-Colon";"Punto de Informacion Turistica cofinanciado por el Fondo Europeo de Desarrollo Regional.";"Abierto durante todo el ano ofrece todo lo que el visitante necesita para disfrutar de su estancia.   Horario de atencion al publico de 9:30 a 20:30 horas, todos los dias del ano.";"Atencion Presencial  Audiovisuales  WIFI Gratuita  Bucle magnetico";"Metro: Colon ( linea 4)  Bus: 5,14, 27, 37, 45, 53, 150  Renfe: Recoletos ( lineas: C1, C7, C2, C8, C10 y regional)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d4f94e40c7294110VgnVCM1000000b205a0aRCRD";"RECOLETOS";"PASEO";"V";"23";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"441391";"4475101";"40.422597498148065";"-3.6921839265043257";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
4629537;"Servicio de Atencion al Turista Extranjero (SATE). Comisaria de Centro";"El servicio de Atencion al Turista Extranjero -SATE- es un servicio especializado gestionado por la Empresa Municipal Madrid Destino en colaboracion con funcionarios del Cuerpo Nacional de Policia. Tiene por finalidad atender al turista que, durante su estancia en Madrid, haya vivido una situacion excepcional y requiera de apoyo policial. Entre las funciones del servicio destaca el apoyo en tramites policiales, la localizacion de familiares, la cancelacion de tarjetas de credito, el contacto con embajadas y consulados, informacion turistica y otros.";"Horario de atencion al publico de 9 a 00:00 horas, todos los dias del ano.";"";"Metro: plaza de Espana (lineas 3, 10), Santo Domingo (linea 2), Callao (lineas 3, 5)  Bus: 1, 2, 25, 39, 44, 46, 74, 75, 138, 148, 202";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d37386bde6594110VgnVCM1000000b205a0aRCRD";"LEGANITOS";"CALLE";"V";"19";"";"";"";"Comisaria";"MADRID";"MADRID";"28013";"PALACIO";"CENTRO";"439863";"4475000";"40.421578408057876";"-3.7101852392954386";"915 787 810";"";"satemadrid@esmadrid.com";"/contenido/entidadesYorganismos/AyuntamientoMadrid/OtrasEntidadesAdministrativasAyto"; 
4977096;"Unidad Movil de informacion turistica de Madrid";"Encuentrame, siempre en movimiento.";"Horario de atencion al publico de 9:30 a 20:30, todos los dias del ano.";"Punto itinerante de informacion turistica de la ciudad de Madrid con atencion presencial y personalizada en varios idiomas  Durante todo el ano se situa junto a monumentos y edificios de gran afluencia turistica como el Palacio Real, el Museo del Prado, Puerta del Sol y presta un servicio informativo de apoyo a los Servicios de Atencion e Informacion Turistica en las campanas especiales que se llevan a cabo con motivo de las diferentes celebraciones que tienen lugar en nuestra ciudad (Dia del Libro, Semana del Orgullo Gay, Dia Mundial del Turismo, Festival Internacional de Jazz, ...)  Servicios:  atencion presencial  autoconsulta  bucle magnetico";"";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=83f9cb82f05db110VgnVCM1000000b205a0aRCRD";"";"Punto itinerante";"";"";"";"";"";"";"MADRID";"MADRID";"";"";"";"0";"0";"";"";"";"";"";"/contenido/entidadesYorganismos/OficinasTurismo"; 
1637;"Xunta de Galicia. Oficina de Turismo.";"";"Atencion a la ciudadania:  de lunes a viernes de 9 a 14 horas   Exposiciones:   De lunes a sabado de 10 a 14 y de 16 a 20 horas.  Domingos y festivos de 10 a 14 horas.";"";"Bus: 10 , 14 , 19 , 27 , 34 , 37 , 45";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b6f40a47f441f010VgnVCM2000000c205a0aRCRD";"CASADO DEL ALISAL";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28014";"LOS JERONIMOS";"RETIRO";"441517";"4474128";"40.413841115871094";"-3.6906090973201957";"915 954 200 (centralita) / 915 954 214 (turismo)";"";"ot.gal.madrid@xunta.es";"/contenido/entidadesYorganismos/OficinasTurismo";
